CIP,C,13	CIP7,C,7	PRIX_F,N,10,0	PRIX_E,N,10,0	FAB_HT_F,N,11,0	FAB_HT_E,N,11,0	TAUX,C,3	DATE_APPLI,D	DATE_JO,D
3400921721942	2172194	0	1107	0	617	065	01/03/13	20/02/13
3400921721942	2172194	0	1333	0	823	065	12/04/12	11/04/12
3400921722192	2172219	0	675	0	413	065	01/02/14	10/01/14
3400921722192	2172219	0	956	0	551	065	01/03/13	12/02/13
3400921722192	2172219	0	1146	0	725	065	01/01/12	
3400921722192	2172219	0	1170	0	725	065	23/11/11	22/11/11
3400921722253	2172225	0	1884	0	1177	065	01/02/14	10/01/14
3400921722253	2172225	0	2670	0	1569	065	01/03/13	12/02/13
3400921722253	2172225	0	3211	0	2065	065	01/07/12	
3400921722253	2172225	0	3009	0	2065	065	01/01/12	
3400921722253	2172225	0	3078	0	2065	065	23/11/11	22/11/11
3400921722314	2172231	0	849	0	490	065	16/07/12	26/04/12
3400921722314	2172231	0	866	0	490	065	14/01/12	13/01/12
3400921723953	2172395	0	1016	0	593	065	07/03/12	06/03/12
3400921724325	2172432	0	2841	0	1691	065	01/07/12	
3400921724325	2172432	0	2618	0	1691	065	07/03/12	06/03/12
3400921724783	2172478	0	1091	0	639	065	07/03/12	06/03/12
3400921725094	2172509	0	3050	0	1822	065	01/07/12	
3400921725094	2172509	0	2787	0	1822	065	07/03/12	06/03/12
3400921725384	2172538	0	35161	0	29656	100	19/01/13	18/01/13
3400921728118	2172811	0	1016	0	593	065	26/01/12	25/01/12
3400921728408	2172840	0	2841	0	1691	065	01/07/12	
3400921728408	2172840	0	2618	0	1691	065	26/01/12	25/01/12
3400921729177	2172917	0	1091	0	639	065	26/01/12	25/01/12
3400921729696	2172969	0	3050	0	1822	065	01/07/12	
3400921729696	2172969	0	2787	0	1822	065	26/01/12	25/01/12
3400921737851	2173785	0	905995	0	833333	065	20/07/12	19/07/12
3400921738681	2173868	0	1983	0	1200	065	07/03/12	06/03/12
3400921739404	2173940	0	1983	0	1200	065	12/04/12	11/04/12
3400921740233	2174023	0	924	0	536	065	01/03/14	21/01/14
3400921740233	2174023	0	969	0	564	065	08/03/12	07/03/12
3400921740813	2174081	0	2669	0	1608	065	01/03/14	21/01/14
3400921740813	2174081	0	2709	0	1608	065	01/07/12	
3400921740813	2174081	0	2510	0	1608	065	08/03/12	07/03/12
3400921741292	2174129	0	924	0	536	065	01/03/14	21/01/14
3400921741292	2174129	0	1772	0	1059	065	08/03/12	07/03/12
3400921741704	2174170	0	2669	0	1608	065	01/03/14	21/01/14
3400921741704	2174170	0	4954	0	3016	065	01/07/12	
3400921741704	2174170	0	4332	0	3016	065	08/03/12	07/03/12
3400921742183	2174218	0	924	0	536	065	01/03/14	21/01/14
3400921742183	2174218	0	1964	0	1186	065	08/03/12	07/03/12
3400921742763	2174276	0	2669	0	1608	065	01/03/14	21/01/14
3400921742763	2174276	0	5495	0	3378	065	01/07/12	
3400921742763	2174276	0	4800	0	3378	065	08/03/12	07/03/12
3400921743364	2174336	0	924	0	536	065	01/03/14	21/01/14
3400921743364	2174336	0	1964	0	1186	065	08/03/12	07/03/12
3400921743883	2174388	0	2669	0	1608	065	01/03/14	21/01/14
3400921743883	2174388	0	5495	0	3378	065	01/07/12	
3400921743883	2174388	0	4800	0	3378	065	08/03/12	07/03/12
3400921748857	2174885	0	295	0	141	030	01/10/13	10/09/13
3400921748857	2174885	0	316	0	152	030	01/01/12	
3400921748857	2174885	0	315	0	152	030	25/11/11	24/11/11
3400921749229	2174922	0	507	0	283	030	01/10/13	10/09/13
3400921749229	2174922	0	548	0	304	030	01/01/12	
3400921749229	2174922	0	575	0	304	030	25/11/11	24/11/11
3400921749397	2174939	0	3643	0	2697	065	03/10/13	02/10/13
3400921749748	2174974	0	315911	0	288100	100	01/07/16	07/03/14
3400921749748	2174974	0	325543	0	297000	100	01/07/15	07/03/14
3400921749748	2174974	0	361258	0	330000	100	21/06/12	20/06/12
3400921752649	2175264	0	25856	0	21568	065	15/05/13	28/02/13
3400921752649	2175264	0	32060	0	26960	065	09/05/12	08/05/12
3400921752939	2175293	0	849	0	490	065	09/11/12	08/11/12
3400921753820	2175382	0	295	0	141	030	01/10/13	26/09/13
3400921753820	2175382	0	316	0	152	030	01/01/12	
3400921753820	2175382	0	315	0	152	030	10/12/11	09/12/11
3400921754131	2175413	0	507	0	283	030	01/10/13	26/09/13
3400921754131	2175413	0	548	0	304	030	01/01/12	
3400921754131	2175413	0	575	0	304	030	10/12/11	09/12/11
3400921756203	2175620	0	295	0	141	030	01/10/13	18/09/13
3400921756203	2175620	0	316	0	152	030	01/01/12	
3400921756203	2175620	0	315	0	152	030	23/11/11	22/11/11
3400921756661	2175666	0	507	0	283	030	01/10/13	18/09/13
3400921756661	2175666	0	548	0	304	030	01/01/12	
3400921756661	2175666	0	575	0	304	030	23/11/11	22/11/11
3400921758733	2175873	0	1908	0	1163	065	01/04/14	18/09/13
3400921758733	2175873	0	2161	0	1356	065	01/11/13	18/09/13
3400921758733	2175873	0	2400	0	1550	065	01/03/13	12/02/13
3400921758733	2175873	0	2609	0	1742	065	31/03/12	30/03/12
3400921758733	2175873	0	2747	0	1823	065	01/01/12	09/12/11
3400921760453	2176045	0	340	0	171	030	01/10/13	18/09/13
3400921760453	2176045	0	365	0	184	030	01/01/12	
3400921760453	2176045	0	369	0	184	030	23/11/11	22/11/11
3400921761405	2176140	0	340	0	171	030	01/10/13	11/09/13
3400921761405	2176140	0	365	0	184	030	01/01/12	
3400921761405	2176140	0	369	0	184	030	10/12/11	09/12/11
3400921762693	2176269	0	340	0	171	030	01/10/13	10/09/13
3400921762693	2176269	0	365	0	184	030	01/01/12	
3400921762693	2176269	0	369	0	184	030	25/11/11	24/11/11
3400921763645	2176364	0	340	0	171	030	02/10/13	01/10/13
3400921763645	2176364	0	365	0	184	030	01/01/12	
3400921763645	2176364	0	369	0	184	030	23/11/11	22/11/11
3400921763706	2176370	0	1762	0	1093	065	01/10/13	18/09/13
3400921763706	2176370	0	1925	0	1175	065	09/11/12	08/11/12
3400921763935	2176393	0	4935	0	3114	065	01/10/13	18/09/13
3400921763935	2176393	0	5389	0	3348	065	09/11/12	08/11/12
3400921765717	2176571	0	502	0	324	065	01/12/13	20/09/13
3400921765717	2176571	0	606	0	405	065	07/03/12	06/03/12
3400921766196	2176619	0	1385	0	923	065	01/12/13	20/09/13
3400921766196	2176619	0	1693	0	1153	065	01/07/12	19/06/12
3400921766196	2176619	0	1617	0	1153	065	07/03/12	06/03/12
3400921766608	2176660	0	502	0	324	065	01/12/13	20/09/13
3400921766608	2176660	0	606	0	405	065	07/03/12	06/03/12
3400921767148	2176714	0	1385	0	923	065	01/12/13	20/09/13
3400921767148	2176714	0	1693	0	1153	065	01/07/12	19/06/12
3400921767148	2176714	0	1617	0	1153	065	07/03/12	06/03/12
3400921767728	2176772	0	785	0	539	065	01/12/13	20/09/13
3400921767728	2176772	0	968	0	674	065	07/03/12	06/03/12
3400921768268	2176826	0	2207	0	1536	065	01/12/13	20/09/13
3400921768268	2176826	0	2723	0	1921	065	01/07/12	19/06/12
3400921768268	2176826	0	2658	0	1921	065	07/03/12	06/03/12
3400921768787	2176878	0	785	0	539	065	01/12/13	20/09/13
3400921768787	2176878	0	968	0	674	065	07/03/12	06/03/12
3400921769159	2176915	0	2207	0	1536	065	01/12/13	20/09/13
3400921769159	2176915	0	2723	0	1921	065	01/07/12	19/06/12
3400921769159	2176915	0	2658	0	1921	065	07/03/12	06/03/12
3400921769678	2176967	0	785	0	539	065	01/10/13	20/09/13
3400921769678	2176967	0	1143	0	733	065	07/03/12	06/03/12
3400921770278	2177027	0	2207	0	1536	065	01/10/13	20/09/13
3400921770278	2177027	0	3204	0	2088	065	01/07/12	
3400921770278	2177027	0	3022	0	2088	065	07/03/12	06/03/12
3400921770858	2177085	0	785	0	539	065	01/10/13	20/09/13
3400921770858	2177085	0	1143	0	733	065	07/03/12	06/03/12
3400921771398	2177139	0	2207	0	1536	065	01/10/13	20/09/13
3400921771398	2177139	0	3204	0	2088	065	01/07/12	
3400921771398	2177139	0	3022	0	2088	065	07/03/12	06/03/12
3400921777024	2177702	0	15602	0	12015	065	12/07/12	11/07/12
3400921779325	2177932	0	478	0	253	065	01/03/13	26/02/13
3400921779325	2177932	0	571	0	306	065	20/09/12	19/09/12
3400921779493	2177949	0	875	0	506	065	01/03/13	26/02/13
3400921779493	2177949	0	1069	0	613	065	20/09/12	19/09/12
3400921779905	2177990	0	526	0	284	065	01/03/13	26/02/13
3400921779905	2177990	0	629	0	343	065	20/09/12	19/09/12
3400921780093	2178009	0	974	0	567	065	01/03/13	26/02/13
3400921780093	2178009	0	1191	0	687	065	20/09/12	19/09/12
3400921782165	2178216	0	1018	0	594	065	16/10/13	16/05/13
3400921782165	2178216	0	1097	0	594	065	08/09/12	07/09/12
3400921782455	2178245	0	2847	0	1694	065	16/10/13	16/05/13
3400921782455	2178245	0	3060	0	1694	065	08/09/12	07/09/12
3400921782745	2178274	0	1357	0	803	065	16/10/13	16/05/13
3400921782745	2178274	0	1464	0	803	065	08/09/12	07/09/12
3400921783056	2178305	0	3794	0	2288	065	16/10/13	16/05/13
3400921783056	2178305	0	4082	0	2288	065	08/09/12	07/09/12
3400921783285	2178328	0	1357	0	803	065	16/10/13	16/05/13
3400921783285	2178328	0	1464	0	803	065	08/09/12	07/09/12
3400921783575	2178357	0	3794	0	2288	065	16/10/13	16/05/13
3400921783575	2178357	0	4082	0	2288	065	08/09/12	07/09/12
3400921783926	2178392	0	1018	0	594	065	17/07/13	16/07/13
3400921784237	2178423	0	2847	0	1694	065	17/07/13	16/07/13
3400921784695	2178469	0	1357	0	803	065	17/07/13	16/07/13
3400921784985	2178498	0	3794	0	2288	065	17/07/13	16/07/13
3400921785296	2178529	0	1357	0	803	065	17/07/13	16/07/13
3400921785586	2178558	0	3794	0	2288	065	17/07/13	16/07/13
3400921787139	2178713	0	327	0	171	065	01/01/12	09/12/11
3400921787597	2178759	0	1194598	0	1100000	100	01/01/12	
3400921787597	2178759	0	1193094	0	1100000	100	07/12/11	06/12/11
3400921787719	2178771	0	11002	0	8874	065	22/12/12	21/12/12
3400921787887	2178788	0	463	0	267	065	01/01/12	09/12/11
3400921787948	2178794	0	684	0	423	065	01/01/12	09/12/11
3400921788198	2178819	0	1055	0	674	065	01/01/12	09/12/11
3400921788488	2178848	0	2106	0	1381	065	01/01/12	09/12/11
3400921789089	2178908	0	1689	0	1008	065	09/11/12	08/11/12
3400921790030	2179003	0	1446	0	858	065	14/01/12	13/01/12
3400921790269	2179026	0	2651	0	1717	065	14/01/12	13/01/12
3400921790559	2179055	0	974	0	567	065	01/03/13	26/02/13
3400921790559	2179055	0	1106	0	661	065	01/03/12	21/02/12
3400921790559	2179055	0	1344	0	661	065	01/01/12	
3400921790559	2179055	0	1366	0	661	065	23/11/11	22/11/11
3400921790788	2179078	0	1446	0	858	065	14/01/12	13/01/12
3400921790900	2179090	0	2540	0	1631	065	14/01/12	13/01/12
3400921791679	2179167	0	5659	0	4364	100	16/10/14	23/04/14
3400921791679	2179167	0	5817	0	4364	100	01/10/13	27/09/13
3400921791679	2179167	0	5976	0	4364	100	16/01/13	04/12/12
3400921791679	2179167	0	6447	0	4693	100	07/03/12	06/03/12
3400921792102	2179210	0	6719	0	5279	100	08/11/13	07/11/13
3400921792560	2179256	0	478	0	253	065	01/03/13	26/02/13
3400921792560	2179256	0	498	0	266	065	03/08/12	02/08/12
3400921792621	2179262	0	875	0	506	065	03/08/12	02/08/12
3400921793222	2179322	0	526	0	284	065	01/03/13	26/02/13
3400921793222	2179322	0	548	0	298	065	03/08/12	02/08/12
3400921793390	2179339	0	974	0	567	065	03/08/12	02/08/12
3400921795004	2179500	0	1689	0	1008	065	07/02/13	06/02/13
3400921801477	2180147	0	924	0	536	065	01/03/14	27/12/13
3400921801477	2180147	0	969	0	564	065	12/04/12	11/04/12
3400921801996	2180199	0	2669	0	1608	065	01/03/14	27/12/13
3400921801996	2180199	0	2709	0	1608	065	01/07/12	
3400921801996	2180199	0	2510	0	1608	065	12/04/12	11/04/12
3400921804201	2180420	0	6000	0	4675	065	23/03/13	22/03/13
3400921804720	2180472	0	924	0	536	065	01/03/14	27/12/13
3400921804720	2180472	0	1772	0	1059	065	12/04/12	11/04/12
3400921805260	2180526	0	2669	0	1608	065	01/03/14	27/12/13
3400921805260	2180526	0	4954	0	3016	065	01/07/12	
3400921805260	2180526	0	4332	0	3016	065	12/04/12	11/04/12
3400921806441	2180644	0	924	0	536	065	01/03/14	27/12/13
3400921806441	2180644	0	1964	0	1186	065	12/04/12	11/04/12
3400921806960	2180696	0	2669	0	1608	065	01/03/14	27/12/13
3400921806960	2180696	0	5495	0	3378	065	01/07/12	
3400921806960	2180696	0	4800	0	3378	065	12/04/12	11/04/12
3400921809114	2180911	0	924	0	536	065	01/03/14	27/12/13
3400921809114	2180911	0	1964	0	1186	065	12/04/12	11/04/12
3400921809572	2180957	0	2669	0	1608	065	01/03/14	27/12/13
3400921809572	2180957	0	5495	0	3378	065	01/07/12	
3400921809572	2180957	0	4800	0	3378	065	12/04/12	11/04/12
3400921809633	2180963	0	804	0	553	065	01/11/13	18/09/13
3400921809633	2180963	0	984	0	595	065	16/09/13	30/07/13
3400921809633	2180963	0	1054	0	595	065	26/01/12	25/01/12
3400921810813	2181081	0	1453	0	790	065	01/02/14	16/01/14
3400921810813	2181081	0	1669	0	988	065	01/03/13	14/02/13
3400921810813	2181081	0	1849	0	1086	065	14/07/12	13/07/12
3400921811353	2181135	0	4054	0	2252	065	01/02/14	16/01/14
3400921811353	2181135	0	4668	0	2816	065	01/03/13	14/02/13
3400921811353	2181135	0	5170	0	3095	065	14/07/12	13/07/12
3400921811414	2181141	0	645	0	435	065	01/11/13	01/08/13
3400921811414	2181141	0	720	0	435	065	23/06/12	22/06/12
3400921811704	2181170	0	1002	0	626	065	27/10/12	26/10/12
3400921815085	2181508	0	1448	0	859	065	26/01/12	25/01/12
3400921815146	2181514	0	2651	0	1717	065	26/01/12	25/01/12
3400921815894	2181589	0	2239	0	1398	065	16/07/12	26/04/12
3400921815894	2181589	0	2352	0	1471	065	14/01/12	13/01/12
3400921816037	2181603	0	2239	0	1398	065	16/07/12	30/03/12
3400921816037	2181603	0	2352	0	1471	065	14/01/12	13/01/12
3400921818048	2181804	0	1357	0	803	065	16/10/13	16/05/13
3400921818048	2181804	0	1464	0	803	065	05/07/12	04/07/12
3400921818796	2181879	0	3794	0	2288	065	16/10/13	16/05/13
3400921818796	2181879	0	4082	0	2288	065	05/07/12	04/07/12
3400921818918	2181891	0	3105	0	2038	015	03/08/12	02/08/12
3400921819687	2181968	0	3105	0	2038	015	03/08/12	02/08/12
3400921824131	2182413	0	2669	0	1608	065	01/03/14	16/01/14
3400921824131	2182413	0	3556	0	2169	065	01/07/12	
3400921824131	2182413	0	3217	0	2169	065	01/03/12	21/02/12
3400921824131	2182413	0	3320	0	2264	065	01/01/12	
3400921824131	2182413	0	3395	0	2264	065	23/11/11	22/11/11
3400921824360	2182436	0	2669	0	1608	065	01/03/14	16/01/14
3400921824360	2182436	0	3964	0	2428	065	01/07/12	
3400921824360	2182436	0	3550	0	2428	065	01/03/12	21/02/12
3400921824360	2182436	0	4023	0	2536	065	01/01/12	
3400921824360	2182436	0	4098	0	2536	065	23/11/11	22/11/11
3400921824650	2182465	0	3105	0	2038	015	15/03/12	07/02/12
3400921824650	2182465	0	3105	0	2038	065	08/02/12	07/02/12
3400921824889	2182488	0	3105	0	2038	015	15/03/12	07/02/12
3400921824889	2182488	0	3105	0	2038	065	08/02/12	07/02/12
3400921825022	2182502	0	3105	0	2038	015	15/03/12	07/02/12
3400921825022	2182502	0	3105	0	2038	065	08/02/12	07/02/12
3400921825190	2182519	0	3105	0	2038	015	15/03/12	07/02/12
3400921825190	2182519	0	3105	0	2038	065	08/02/12	07/02/12
3400921832174	2183217	0	977	0	569	065	02/10/13	01/10/13
3400921832174	2183217	0	1067	0	612	065	01/03/12	21/02/12
3400921832174	2183217	0	1150	0	688	065	01/01/12	
3400921832174	2183217	0	1173	0	688	065	02/11/11	01/11/11
3400921832464	2183246	0	2732	0	1622	065	02/10/13	01/10/13
3400921832464	2183246	0	2981	0	1744	065	01/07/12	
3400921832464	2183246	0	2708	0	1744	065	01/03/12	21/02/12
3400921832464	2183246	0	2945	0	1961	065	01/01/12	
3400921832464	2183246	0	3010	0	1961	065	02/11/11	01/11/11
3400921832815	2183281	0	1216	0	716	065	02/10/13	01/10/13
3400921832815	2183281	0	1329	0	770	065	01/03/12	21/02/12
3400921832815	2183281	0	1433	0	866	065	01/01/12	
3400921832815	2183281	0	1462	0	866	065	02/11/11	01/11/11
3400921833065	2183306	0	3400	0	2041	065	02/10/13	01/10/13
3400921833065	2183306	0	3714	0	2195	065	01/07/12	
3400921833065	2183306	0	3298	0	2195	065	01/03/12	21/02/12
3400921833065	2183306	0	3596	0	2469	065	01/01/12	
3400921833065	2183306	0	3671	0	2469	065	02/11/11	01/11/11
3400921833355	2183335	0	1216	0	716	065	02/10/13	01/10/13
3400921833355	2183335	0	1329	0	770	065	01/03/12	21/02/12
3400921833355	2183335	0	1433	0	866	065	01/01/12	
3400921833355	2183335	0	1462	0	866	065	02/11/11	01/11/11
3400921833584	2183358	0	3400	0	2041	065	02/10/13	01/10/13
3400921833584	2183358	0	3714	0	2195	065	01/07/12	
3400921833584	2183358	0	3298	0	2195	065	01/03/12	21/02/12
3400921833584	2183358	0	3596	0	2469	065	01/01/12	
3400921833584	2183358	0	3671	0	2469	065	02/11/11	01/11/11
3400921836547	2183654	0	478	0	253	065	01/03/13	26/02/13
3400921836547	2183654	0	498	0	266	065	27/10/12	26/10/12
3400921836776	2183677	0	875	0	506	065	27/10/12	26/10/12
3400921837896	2183789	0	526	0	284	065	01/03/13	26/02/13
3400921837896	2183789	0	548	0	298	065	27/10/12	26/10/12
3400921838329	2183832	0	974	0	567	065	27/10/12	26/10/12
3400921839210	2183921	0	15602	0	12015	065	01/01/14	31/12/13
3400921839449	2183944	0	849	0	490	065	01/03/13	28/02/13
3400921839449	2183944	0	866	0	490	065	14/01/12	13/01/12
3400921839500	2183950	0	2239	0	1398	065	01/03/13	28/02/13
3400921839500	2183950	0	2352	0	1471	065	14/01/12	13/01/12
3400921839968	2183996	0	1091	0	639	065	12/04/12	11/04/12
3400921840049	2184004	0	3050	0	1822	065	01/07/12	
3400921840049	2184004	0	2787	0	1822	065	12/04/12	11/04/12
3400921845761	2184576	0	628	0	355	065	01/03/12	21/02/12
3400921845761	2184576	0	645	0	371	065	01/01/12	
3400921845761	2184576	0	652	0	371	065	25/11/11	24/11/11
3400921846133	2184613	0	865	0	500	065	01/03/14	27/12/13
3400921846133	2184613	0	1190	0	710	065	01/03/12	21/02/12
3400921846133	2184613	0	1060	0	742	065	01/01/12	
3400921846133	2184613	0	1249	0	742	065	25/11/11	24/11/11
3400921846423	2184642	0	2501	0	1501	065	01/03/14	27/12/13
3400921846423	2184642	0	3328	0	2024	065	01/07/12	
3400921846423	2184642	0	3031	0	2024	065	01/03/12	21/02/12
3400921846423	2184642	0	3129	0	2114	065	01/01/12	
3400921846423	2184642	0	3199	0	2114	065	25/11/11	24/11/11
3400921846652	2184665	0	865	0	500	065	01/03/14	27/12/13
3400921846652	2184665	0	1326	0	795	065	01/03/12	21/02/12
3400921846652	2184665	0	1608	0	831	065	01/01/12	
3400921846652	2184665	0	1635	0	831	065	25/11/11	24/11/11
3400921846881	2184688	0	2501	0	1501	065	01/03/14	27/12/13
3400921846881	2184688	0	3709	0	2266	065	01/07/12	
3400921846881	2184688	0	3342	0	2266	065	01/03/12	21/02/12
3400921846881	2184688	0	3785	0	2368	065	01/01/12	
3400921846881	2184688	0	3860	0	2368	065	25/11/11	24/11/11
3400921847543	2184754	0	478	0	253	065	01/03/13	26/02/13
3400921847543	2184754	0	498	0	266	065	05/07/12	04/07/12
3400921848083	2184808	0	875	0	506	065	05/07/12	04/07/12
3400921848953	2184895	0	478	0	253	065	01/03/13	26/02/13
3400921848953	2184895	0	498	0	266	065	05/07/12	04/07/12
3400921849035	2184903	0	875	0	506	065	05/07/12	04/07/12
3400921849844	2184984	0	526	0	284	065	01/03/13	26/02/13
3400921849844	2184984	0	548	0	298	065	05/07/12	04/07/12
3400921850215	2185021	0	974	0	567	065	05/07/12	04/07/12
3400921851274	2185127	0	526	0	284	065	01/03/13	26/02/13
3400921851274	2185127	0	548	0	298	065	05/07/12	04/07/12
3400921851335	2185133	0	974	0	567	065	05/07/12	04/07/12
3400921852165	2185216	0	478	0	253	065	01/03/13	26/02/13
3400921852165	2185216	0	498	0	266	065	10/10/12	09/10/12
3400921852516	2185251	0	875	0	506	065	10/10/12	09/10/12
3400921854466	2185446	0	526	0	284	065	01/03/13	26/02/13
3400921854466	2185446	0	548	0	298	065	10/10/12	09/10/12
3400921854817	2185481	0	974	0	567	065	10/10/12	09/10/12
3400921856477	2185647	0	3171	0	2300	065	19/01/13	18/01/13
3400921856538	2185653	0	19566	0	16100	065	19/01/13	18/01/13
3400921856767	2185676	0	3171	0	2300	065	19/01/13	18/01/13
3400921856828	2185682	0	7281	0	5750	065	19/01/13	18/01/13
3400921856996	2185699	0	19566	0	16100	065	19/01/13	18/01/13
3400921857078	2185707	0	3171	0	2300	065	19/01/13	18/01/13
3400921857139	2185713	0	7281	0	5750	065	19/01/13	18/01/13
3400921857368	2185736	0	19566	0	16100	065	19/01/13	18/01/13
3400921857429	2185742	0	3171	0	2300	065	19/01/13	18/01/13
3400921857597	2185759	0	7281	0	5750	065	19/01/13	18/01/13
3400921857658	2185765	0	19566	0	16100	065	19/01/13	18/01/13
3400921857719	2185771	0	3171	0	2300	065	19/01/13	18/01/13
3400921857887	2185788	0	7281	0	5750	065	19/01/13	18/01/13
3400921857948	2185794	0	19566	0	16100	065	19/01/13	18/01/13
3400921861099	2186109	0	1689	0	1008	065	30/01/13	29/01/13
3400921865462	2186546	0	686	0	387	065	12/04/12	11/04/12
3400921866063	2186606	0	1905	0	1104	065	15/08/12	
3400921866063	2186606	0	1845	0	1104	065	12/04/12	11/04/12
3400921866643	2186664	0	1018	0	594	065	12/04/12	11/04/12
3400921867244	2186724	0	2847	0	1694	065	15/08/12	
3400921867244	2186724	0	2622	0	1694	065	12/04/12	11/04/12
3400921867992	2186799	0	1357	0	803	065	12/04/12	11/04/12
3400921868654	2186865	0	3794	0	2288	065	15/08/12	
3400921868654	2186865	0	3390	0	2288	065	12/04/12	11/04/12
3400921868944	2186894	0	865	0	458	065	01/02/14	15/01/14
3400921868944	2186894	0	991	0	573	065	01/03/13	14/02/13
3400921868944	2186894	0	1097	0	630	065	12/04/12	11/04/12
3400921869316	2186931	0	2411	0	1305	065	01/02/14	15/01/14
3400921869316	2186931	0	2769	0	1634	065	01/03/13	14/02/13
3400921869316	2186931	0	3066	0	1796	065	01/07/12	
3400921869316	2186931	0	2776	0	1796	065	12/04/12	11/04/12
3400921870084	2187008	0	1453	0	790	065	01/02/14	15/01/14
3400921870084	2187008	0	1669	0	988	065	01/03/13	14/02/13
3400921870084	2187008	0	1849	0	1086	065	12/04/12	11/04/12
3400921870435	2187043	0	4054	0	2252	065	01/02/14	15/01/14
3400921870435	2187043	0	4668	0	2816	065	01/03/13	14/02/13
3400921870435	2187043	0	5170	0	3095	065	01/07/12	
3400921870435	2187043	0	4474	0	3095	065	12/04/12	11/04/12
3400921870954	2187095	0	1453	0	790	065	01/02/14	15/01/14
3400921870954	2187095	0	1669	0	988	065	01/03/13	14/02/13
3400921870954	2187095	0	1849	0	1086	065	12/04/12	11/04/12
3400921871494	2187149	0	4054	0	2252	065	01/02/14	15/01/14
3400921871494	2187149	0	4668	0	2816	065	01/03/13	14/02/13
3400921871494	2187149	0	5170	0	3095	065	01/07/12	
3400921871494	2187149	0	4474	0	3095	065	12/04/12	11/04/12
3400921879599	2187959	0	1484	0	1055	065	15/02/12	14/02/12
3400921879711	2187971	0	2704	0	1955	065	15/02/12	14/02/12
