CIP,C,13	CIP7,C,7	PRIX_F,N,10,0	PRIX_E,N,10,0	FAB_HT_F,N,11,0	FAB_HT_E,N,11,0	TAUX,C,3	DATE_APPLI,D	DATE_JO,D
3400936397774	3639777	0	521	0	339	030	01/01/12	20/12/11
3400936397774	3639777	0	643	0	424	030	02/05/11	06/04/11
3400936398085	3639808	0	973	0	678	030	01/01/12	20/12/11
3400936398085	3639808	0	1232	0	848	030	02/05/11	06/04/11
3400936401488	3640148	0	659	0	446	030	01/01/14	28/03/13
3400936401488	3640148	0	691	0	470	030	15/04/13	28/03/13
3400936401488	3640148	0	725	0	495	030	01/01/12	
3400936401488	3640148	0	742	0	495	030	02/05/11	06/04/11
3400936401549	3640154	0	600	0	400	065	01/01/12	
3400936401549	3640154	0	610	0	400	065	07/03/08	06/03/08
3400936404380	3640438	0	45525	0	38664	100	01/01/12	
3400936404380	3640438	0	44382	0	38664	100	01/01/11	28/04/10
3400936404502	3640450	0	45525	0	38664	100	01/01/12	
3400936404502	3640450	0	44382	0	38664	100	01/01/11	28/04/10
3400936404670	3640467	0	30696	0	25775	100	01/01/12	
3400936404670	3640467	0	30170	0	25775	100	01/01/11	28/04/10
3400936406223	3640622	0	31220	0	26230	100	01/06/13	29/01/13
3400936406223	3640622	0	32981	0	27761	100	01/01/12	
3400936406223	3640622	0	32360	0	27761	100	07/03/08	06/03/08
3400936406391	3640639	0	37697	0	31860	100	01/01/12	
3400936406391	3640639	0	36880	0	31860	100	06/04/10	12/03/10
3400936406452	3640645	0	10552	0	8496	100	01/01/12	
3400936406452	3640645	0	10585	0	8496	100	06/04/10	12/03/10
3400936406681	3640668	0	39008	0	33000	100	01/01/12	
3400936406681	3640668	0	38137	0	33000	100	07/03/08	06/03/08
3400936406742	3640674	0	166451	0	150000	100	01/01/12	
3400936406742	3640674	0	164909	0	150000	100	07/03/08	06/03/08
3400936406971	3640697	0	9767	0	7837	065	01/01/14	29/01/13
3400936406971	3640697	0	10259	0	8250	065	01/04/13	29/01/13
3400936406971	3640697	0	10776	0	8684	065	01/01/12	
3400936406971	3640697	0	10808	0	8684	065	01/09/11	26/07/11
3400936406971	3640697	0	11317	0	9114	065	07/03/08	06/03/08
3400936407343	3640734	0	9767	0	7837	065	01/01/14	29/01/13
3400936407343	3640734	0	10259	0	8250	065	01/04/13	29/01/13
3400936407343	3640734	0	10776	0	8684	065	01/01/12	
3400936407343	3640734	0	10808	0	8684	065	01/09/11	26/07/11
3400936407343	3640734	0	11317	0	9114	065	07/03/08	06/03/08
3400936407862	3640786	0	9767	0	7837	065	01/01/14	29/01/13
3400936407862	3640786	0	10259	0	8250	065	01/04/13	29/01/13
3400936407862	3640786	0	10776	0	8684	065	01/01/12	
3400936407862	3640786	0	10808	0	8684	065	01/09/11	26/07/11
3400936407862	3640786	0	11317	0	9114	065	07/03/08	06/03/08
3400936408463	3640846	0	992	0	692	065	01/01/12	
3400936408463	3640846	0	1015	0	692	065	07/03/08	06/03/08
3400936409705	3640970	0	664	0	450	030	01/01/12	
3400936409705	3640970	0	679	0	450	030	02/05/11	06/04/11
3400936410305	3641030	0	32401	0	27257	100	01/01/12	
3400936410305	3641030	0	31804	0	27257	100	01/07/11	12/04/11
3400936410305	3641030	0	35143	0	30285	100	07/03/08	06/03/08
3400936410824	3641082	0	21948	0	18171	100	01/01/12	
3400936410824	3641082	0	21785	0	18171	100	01/07/11	12/04/11
3400936410824	3641082	0	24011	0	20190	100	07/03/08	06/03/08
3400936411135	3641113	0	11255	0	9086	100	01/01/12	
3400936411135	3641113	0	11284	0	9086	100	01/07/11	12/04/11
3400936411135	3641113	0	12479	0	10095	100	07/03/08	06/03/08
3400936411593	3641159	0	4760	0	3634	100	01/01/12	
3400936411593	3641159	0	4827	0	3634	100	01/07/11	12/04/11
3400936411593	3641159	0	5305	0	4038	100	07/03/08	06/03/08
3400936411883	3641188	0	11255	0	9086	100	01/01/12	
3400936411883	3641188	0	11284	0	9086	100	01/07/11	12/04/11
3400936411883	3641188	0	12479	0	10095	100	07/03/08	06/03/08
3400936412026	3641202	0	939	0	653	065	01/04/12	31/01/12
3400936412026	3641202	0	1017	0	710	065	01/01/12	
3400936412026	3641202	0	1040	0	710	065	07/03/08	06/03/08
3400936412194	3641219	0	825	0	569	065	01/04/12	31/01/12
3400936412194	3641219	0	858	0	593	065	01/01/12	
3400936412194	3641219	0	878	0	593	065	07/03/08	06/03/08
3400936413146	3641314	0	429	0	267	015	01/01/12	
3400936413146	3641314	0	425	0	267	015	17/04/10	16/04/10
3400936413207	3641320	0	287	0	157	015	01/01/12	
3400936413207	3641320	0	272	0	157	015	17/04/10	16/04/10
3400936413375	3641337	0	489	0	314	015	01/01/12	
3400936413375	3641337	0	490	0	314	015	17/04/10	16/04/10
3400936413726	3641372	0	741	0	507	065	01/01/12	
3400936413726	3641372	0	758	0	507	065	07/03/08	06/03/08
3400936414327	3641432	0	1030	0	720	100	01/01/12	
3400936414327	3641432	0	1054	0	720	100	07/03/08	06/03/08
3400936414907	3641490	0	2981	0	2159	100	01/01/12	
3400936414907	3641490	0	3053	0	2159	100	07/03/08	06/03/08
3400936415157	3641515	0	311	0	165	030	01/01/12	
3400936415157	3641515	0	297	0	165	030	02/05/11	06/04/11
3400936415447	3641544	0	2833	0	2050	100	01/01/12	
3400936415447	3641544	0	2901	0	2050	100	07/03/08	06/03/08
3400936415508	3641550	0	417	0	258	065	01/03/12	01/03/12
3400936415508	3641550	0	445	0	280	065	01/01/12	
3400936415508	3641550	0	443	0	280	065	07/03/08	06/03/08
3400936415676	3641567	0	440	0	276	065	01/03/12	01/03/12
3400936415676	3641567	0	471	0	300	065	01/01/12	
3400936415676	3641567	0	471	0	300	065	07/03/08	06/03/08
3400936415737	3641573	0	636	0	386	065	01/02/14	16/01/14
3400936415737	3641573	0	936	0	515	065	01/03/13	14/02/13
3400936415737	3641573	0	1112	0	677	065	01/03/12	21/02/12
3400936415737	3641573	0	1213	0	770	065	01/01/12	
3400936415737	3641573	0	1239	0	770	065	06/05/08	03/04/08
3400936415966	3641596	0	675	0	413	065	01/02/14	16/01/14
3400936415966	3641596	0	998	0	551	065	01/03/13	14/02/13
3400936415966	3641596	0	1187	0	725	065	01/03/12	21/02/12
3400936415966	3641596	0	1297	0	826	065	01/01/12	
3400936415966	3641596	0	1325	0	826	065	06/05/08	03/04/08
3400936416628	3641662	0	291	0	160	015	01/01/12	
3400936416628	3641662	0	276	0	160	015	17/04/10	16/04/10
3400936417397	3641739	0	760	0	521	065	01/01/12	
3400936417397	3641739	0	778	0	521	065	07/03/08	06/03/08
3400936417687	3641768	0	311	0	165	030	01/01/12	
3400936417687	3641768	0	297	0	165	030	02/05/11	06/04/11
3400936417809	3641780	0	230	0	99	030	01/01/12	
3400936417809	3641780	0	209	0	99	030	02/05/11	06/04/11
3400936422650	3642265	0	761	0	496	065	01/01/12	
3400936422650	3642265	0	777	0	496	065	07/03/08	06/03/08
3400936423022	3642302	0	761	0	496	065	01/01/12	
3400936423022	3642302	0	777	0	496	065	07/03/08	06/03/08
3400936423480	3642348	0	438	0	247	065	01/02/14	16/01/14
3400936423480	3642348	0	556	0	329	065	01/01/12	
3400936423480	3642348	0	558	0	329	065	06/05/08	04/04/08
3400936424432	3642443	0	963	0	616	065	01/01/12	
3400936424432	3642443	0	986	0	616	065	07/03/08	06/03/08
3400936424661	3642466	0	774	0	480	015	01/02/14	10/01/14
3400936424661	3642466	0	1012	0	628	015	01/03/13	12/02/13
3400936424661	3642466	0	1217	0	816	015	01/01/12	
3400936424661	3642466	0	1244	0	816	015	17/04/10	16/04/10
3400936424722	3642472	0	697	0	474	065	01/01/13	18/12/12
3400936424722	3642472	0	746	0	510	065	01/01/12	
3400936424722	3642472	0	762	0	510	065	07/03/08	06/03/08
3400936425262	3642526	0	804	0	553	065	01/12/13	26/09/13
3400936425262	3642526	0	887	0	614	065	01/01/12	
3400936425262	3642526	0	907	0	614	065	07/03/08	06/03/08
3400936428683	3642868	0	2906	0	2104	065	01/01/12	
3400936428683	3642868	0	2976	0	2104	065	20/04/10	20/04/10
3400936428973	3642897	0	610	0	408	065	01/06/14	11/02/14
3400936428973	3642897	0	746	0	510	065	01/01/12	
3400936428973	3642897	0	762	0	510	065	07/03/08	06/03/08
3400936429055	3642905	0	266	0	133	065	01/01/12	
3400936429055	3642905	0	249	0	133	065	07/03/08	06/03/08
3400936429116	3642911	0	196	0	82	065	01/01/12	
3400936429116	3642911	0	174	0	82	065	07/03/08	06/03/08
3400936429345	3642934	0	812	0	559	065	01/01/12	
3400936429345	3642934	0	831	0	559	065	07/03/08	06/03/08
3400936429635	3642963	0	2109	0	1516	065	01/01/12	
3400936429635	3642963	0	2160	0	1516	065	06/05/08	04/04/08
3400936430815	3643081	0	1283	0	757	065	01/03/13	12/02/13
3400936430815	3643081	0	1516	0	971	065	01/01/12	
3400936430815	3643081	0	1548	0	971	065	06/05/08	18/04/08
3400936430983	3643098	0	812	0	559	065	01/01/12	
3400936430983	3643098	0	831	0	559	065	07/03/08	06/03/08
3400936431065	3643106	0	403	0	247	030	01/01/12	
3400936431065	3643106	0	397	0	247	030	02/05/11	06/04/11
3400936431126	3643112	0	6625	0	5200	100	14/06/13	13/06/13
3400936431126	3643112	0	439	0	275	100	01/01/12	
3400936431126	3643112	0	436	0	275	100	07/03/08	06/03/08
3400936431355	3643135	0	374	0	225	030	01/01/12	
3400936431355	3643135	0	367	0	225	030	02/05/11	06/04/11
3400936434608	3643460	0	367	0	219	065	01/01/12	
3400936434608	3643460	0	358	0	219	065	07/03/08	06/03/08
3400936437500	3643750	0	606	0	405	065	01/01/12	
3400936437500	3643750	0	617	0	405	065	07/03/08	06/03/08
3400936437678	3643767	0	809	0	528	065	01/01/12	
3400936437678	3643767	0	827	0	528	065	07/03/08	06/03/08
3400936438040	3643804	0	409	0	252	030	01/01/12	
3400936438040	3643804	0	404	0	252	030	02/05/11	06/04/11
3400936438101	3643810	0	656	0	444	030	01/01/12	
3400936438101	3643810	0	671	0	444	030	02/05/11	06/04/11
3400936438330	3643833	0	517	0	336	030	01/01/12	
3400936438330	3643833	0	521	0	336	030	02/05/11	06/04/11
3400936438620	3643862	0	371	0	222	030	01/01/12	
3400936438620	3643862	0	362	0	222	030	02/05/11	06/04/11
3400936439740	3643974	0	600	0	400	065	01/01/15	26/02/14
3400936439740	3643974	0	985	0	687	065	01/02/14	22/01/14
3400936439740	3643974	0	1232	0	869	065	01/01/12	
3400936439740	3643974	0	1261	0	869	065	15/09/08	01/08/08
3400936440111	3644011	0	691	0	470	065	01/01/15	26/02/14
3400936440111	3644011	0	1148	0	807	065	01/02/14	22/01/14
3400936440111	3644011	0	1438	0	1021	065	01/01/12	
3400936440111	3644011	0	1472	0	1021	065	15/09/08	01/08/08
3400936440579	3644057	0	855	0	591	065	01/01/15	26/02/14
3400936440579	3644057	0	1430	0	1015	065	01/02/14	22/01/14
3400936440579	3644057	0	1796	0	1285	065	01/01/12	
3400936440579	3644057	0	1839	0	1285	065	15/09/08	01/08/08
3400936440920	3644092	0	697	0	474	065	01/06/13	11/12/12
3400936440920	3644092	0	746	0	510	065	01/01/12	
3400936440920	3644092	0	762	0	510	065	07/03/08	06/03/08
3400936441231	3644123	0	990	0	690	065	01/12/13	14/11/13
3400936441231	3644123	0	1094	0	767	065	01/03/12	01/03/12
3400936441231	3644123	0	1185	0	834	065	01/01/12	
3400936441231	3644123	0	1212	0	834	065	01/01/11	16/12/10
3400936441460	3644146	0	533	0	348	065	01/01/12	
3400936441460	3644146	0	537	0	348	065	07/03/08	06/03/08
3400936441699	3644169	0	2250	0	1620	015	01/01/12	
3400936441699	3644169	0	2304	0	1620	015	17/04/10	16/04/10
3400936442290	3644229	0	1141	0	802	065	01/12/13	26/09/13
3400936442290	3644229	0	1334	0	944	065	01/01/12	
3400936442290	3644229	0	1365	0	944	065	07/03/08	06/03/08
3400936442412	3644241	0	1141	0	802	065	01/12/13	25/09/13
3400936442412	3644241	0	1334	0	944	065	01/01/12	
3400936442412	3644241	0	1365	0	944	065	07/03/08	06/03/08
3400936443471	3644347	0	1141	0	802	065	01/12/13	26/09/13
3400936443471	3644347	0	1334	0	944	065	01/01/12	
3400936443471	3644347	0	1365	0	944	065	07/03/08	06/03/08
3400936445253	3644525	0	1189	0	837	065	01/01/12	
3400936445253	3644525	0	1217	0	837	065	01/10/11	08/09/11
3400936445253	3644525	0	1383	0	957	065	10/11/09	13/10/09
3400936446953	3644695	0	1141	0	802	065	01/12/13	29/10/13
3400936446953	3644695	0	1334	0	944	065	01/01/12	
3400936446953	3644695	0	1365	0	944	065	07/03/08	06/03/08
3400936447264	3644726	0	1141	0	802	065	01/12/13	20/09/13
3400936447264	3644726	0	1334	0	944	065	01/01/12	
3400936447264	3644726	0	1365	0	944	065	07/03/08	06/03/08
3400936447493	3644749	0	1334	0	944	065	01/01/12	
3400936447493	3644749	0	1365	0	944	065	07/03/08	06/03/08
3400936448735	3644873	0	804	0	553	065	01/12/13	26/09/13
3400936448735	3644873	0	887	0	614	065	01/01/12	
3400936448735	3644873	0	907	0	614	065	07/03/08	06/03/08
3400936450455	3645045	0	189	0	73	065	01/01/12	
3400936450455	3645045	0	166	0	73	065	06/05/08	22/04/08
3400936450516	3645051	0	255	0	118	065	01/01/12	
3400936450516	3645051	0	236	0	118	065	06/05/08	22/04/08
3400936450974	3645097	0	255	0	118	065	16/03/13	15/03/13
3400936451285	3645128	0	189	0	73	065	01/01/12	
3400936451285	3645128	0	166	0	73	065	06/05/08	22/04/08
3400936451346	3645134	0	255	0	118	065	01/01/12	
3400936451346	3645134	0	236	0	118	065	06/05/08	22/04/08
3400936452985	3645298	0	1150	0	808	065	01/01/12	
3400936452985	3645298	0	1176	0	808	065	07/03/08	06/03/08
3400936453067	3645306	0	345	0	182	030	01/02/14	22/01/14
3400936453067	3645306	0	370	0	197	030	01/01/12	
3400936453067	3645306	0	359	0	197	030	02/05/11	06/04/11
3400936453357	3645335	0	604	0	403	065	01/01/12	
3400936453357	3645335	0	614	0	403	065	07/03/08	06/03/08
3400936453647	3645364	0	782	0	537	065	01/12/13	31/10/13
3400936453647	3645364	0	1025	0	716	065	01/01/12	
3400936453647	3645364	0	1049	0	716	065	07/03/08	06/03/08
3400936453708	3645370	0	417	0	251	065	01/01/12	
3400936453708	3645370	0	412	0	251	065	16/02/10	10/12/09
3400936454187	3645418	0	189	0	73	065	01/01/12	
3400936454187	3645418	0	166	0	73	065	25/07/08	25/07/08
3400936454477	3645447	0	255	0	118	065	01/01/12	
3400936454477	3645447	0	236	0	118	065	25/07/08	25/07/08
3400936455078	3645507	0	255	0	118	065	01/01/12	
3400936455078	3645507	0	236	0	118	065	01/07/10	30/06/10
3400936455429	3645542	0	189	0	73	065	01/01/12	
3400936455429	3645542	0	166	0	73	065	06/05/08	
3400936455719	3645571	0	255	0	118	065	01/01/12	
3400936455719	3645571	0	236	0	118	065	06/05/08	
3400936456839	3645683	0	255	0	118	065	01/01/12	
3400936456839	3645683	0	236	0	118	065	06/05/08	01/04/08
3400936457898	3645789	0	326	0	169	030	01/02/14	21/01/14
3400936457898	3645789	0	361	0	176	030	01/03/13	20/02/13
3400936457898	3645789	0	419	0	232	030	01/01/12	
3400936457898	3645789	0	411	0	232	030	02/05/11	06/04/11
3400936457959	3645795	0	597	0	398	065	01/12/13	25/09/13
3400936457959	3645795	0	598	0	399	065	01/01/12	
3400936457959	3645795	0	608	0	399	065	07/03/08	06/03/08
3400936458031	3645803	0	633	0	426	065	01/12/13	25/09/13
3400936458031	3645803	0	636	0	428	065	01/01/12	
3400936458031	3645803	0	649	0	428	065	07/03/08	06/03/08
3400936459960	3645996	0	865	0	500	065	01/03/14	21/01/14
3400936459960	3645996	0	1081	0	581	065	01/03/13	20/02/13
3400936459960	3645996	0	1292	0	774	065	01/03/12	21/02/12
3400936459960	3645996	0	1339	0	818	065	01/01/12	
3400936459960	3645996	0	1367	0	818	065	06/05/08	09/04/08
3400936460041	3646004	0	924	0	536	065	01/03/14	21/01/14
3400936460041	3646004	0	1154	0	622	065	01/03/13	20/02/13
3400936460041	3646004	0	1380	0	829	065	01/03/12	21/02/12
3400936460041	3646004	0	1431	0	876	065	01/01/12	
3400936460041	3646004	0	1460	0	876	065	06/05/08	09/04/08
3400936463172	3646317	0	857	0	592	030	01/01/12	
3400936463172	3646317	0	876	0	592	030	02/05/11	06/04/11
3400936466074	3646607	0	1084	0	760	065	01/01/12	
3400936466074	3646607	0	1110	0	760	065	14/04/09	01/04/09
3400936466425	3646642	0	1152	0	810	065	08/12/12	07/12/12
3400936466425	3646642	0	1084	0	760	065	01/01/12	
3400936466425	3646642	0	1110	0	760	065	14/04/09	01/04/09
3400936466654	3646665	0	4707	0	3590	065	01/02/14	08/10/13
3400936466654	3646665	0	5183	0	3989	065	01/01/12	07/12/11
3400936466654	3646665	0	5602	0	4289	065	01/09/10	29/06/10
3400936466715	3646671	0	8985	0	7181	065	01/02/14	08/10/13
3400936466715	3646671	0	9936	0	7979	065	01/01/12	07/12/11
3400936466715	3646671	0	10685	0	8580	065	01/09/10	29/06/10
3400936466883	3646688	0	13263	0	10772	065	01/02/14	08/10/13
3400936466883	3646688	0	14689	0	11969	065	01/01/12	07/12/11
3400936466883	3646688	0	15766	0	12870	065	01/09/10	29/06/10
3400936466944	3646694	0	17540	0	14362	065	01/02/14	08/10/13
3400936466944	3646694	0	19402	0	15958	065	01/01/12	07/12/11
3400936466944	3646694	0	20669	0	17159	065	01/09/10	29/06/10
3400936467194	3646719	0	4194	0	3100	065	07/03/08	06/03/08
3400936467484	3646748	0	17228	0	14100	030	01/01/12	
3400936467484	3646748	0	17222	0	14100	030	01/09/11	23/06/11
3400936467484	3646748	0	19281	0	15900	065	07/03/08	06/03/08
3400936467545	3646754	0	80412	0	70500	030	01/01/12	
3400936467545	3646754	0	78867	0	70500	030	01/09/11	23/06/11
3400936467545	3646754	0	88607	0	79500	065	07/03/08	06/03/08
3400936468375	3646837	0	737	0	504	065	01/01/14	14/02/13
3400936468375	3646837	0	756	0	518	065	01/05/13	14/02/13
3400936468375	3646837	0	793	0	545	065	01/01/12	
3400936468375	3646837	0	811	0	545	065	07/03/08	06/03/08
3400936468436	3646843	0	2105	0	1513	065	01/01/14	14/02/13
3400936468436	3646843	0	2161	0	1554	065	01/05/13	14/02/13
3400936468436	3646843	0	2272	0	1636	065	01/01/12	
3400936468436	3646843	0	2326	0	1636	065	07/03/08	06/03/08
3400936468665	3646866	0	1422	0	1009	065	01/01/14	14/02/13
3400936468665	3646866	0	1459	0	1036	065	01/05/13	14/02/13
3400936468665	3646866	0	1533	0	1091	065	01/01/12	
3400936468665	3646866	0	1569	0	1091	065	07/03/08	06/03/08
3400936468726	3646872	0	4033	0	3024	065	01/01/14	14/02/13
3400936468726	3646872	0	4131	0	3106	065	01/05/13	14/02/13
3400936468726	3646872	0	4325	0	3269	065	01/01/12	
3400936468726	3646872	0	4394	0	3269	065	07/03/08	06/03/08
3400936468894	3646889	0	2250	0	1620	065	01/01/14	14/02/13
3400936468894	3646889	0	2309	0	1663	065	01/05/13	14/02/13
3400936468894	3646889	0	2428	0	1751	065	01/01/12	
3400936468894	3646889	0	2486	0	1751	065	07/03/08	06/03/08
3400936468955	3646895	0	10073	0	8094	065	01/01/14	14/02/13
3400936468955	3646895	0	10334	0	8313	065	01/05/13	14/02/13
3400936468955	3646895	0	10854	0	8750	065	01/01/12	
3400936468955	3646895	0	10886	0	8750	065	07/03/08	06/03/08
3400936469037	3646903	0	1631	0	1163	065	01/01/14	14/02/13
3400936469037	3646903	0	1673	0	1194	065	01/05/13	14/02/13
3400936469037	3646903	0	1758	0	1257	065	01/01/12	
3400936469037	3646903	0	1800	0	1257	065	07/03/08	06/03/08
3400936469266	3646926	0	7350	0	5808	065	01/01/14	14/02/13
3400936469266	3646926	0	7537	0	5965	065	01/05/13	14/02/13
3400936469266	3646926	0	7911	0	6279	065	01/01/12	
3400936469266	3646926	0	7959	0	6279	065	07/03/08	06/03/08
3400936469327	3646932	0	1818	0	1301	065	01/01/14	14/02/13
3400936469327	3646932	0	1865	0	1336	065	01/05/13	14/02/13
3400936469327	3646932	0	1960	0	1406	065	01/01/12	
3400936469327	3646932	0	2007	0	1406	065	07/03/08	06/03/08
3400936469495	3646949	0	8178	0	6503	065	01/01/14	14/02/13
3400936469495	3646949	0	8387	0	6679	065	01/05/13	14/02/13
3400936469495	3646949	0	8805	0	7030	065	01/01/12	
3400936469495	3646949	0	8849	0	7030	065	07/03/08	06/03/08
3400936471856	3647185	0	354	0	198	015	01/01/12	
3400936471856	3647185	0	343	0	198	015	17/04/10	16/04/10
3400936472228	3647222	0	934	0	649	065	01/03/12	14/02/12
3400936472228	3647222	0	1051	0	659	065	01/01/12	
3400936472228	3647222	0	1073	0	659	065	01/11/08	22/07/08
3400936473638	3647363	0	865	0	500	065	01/03/14	21/01/14
3400936473638	3647363	0	1204	0	650	065	01/03/13	20/02/13
3400936473638	3647363	0	1440	0	867	065	01/03/12	21/02/12
3400936473638	3647363	0	1699	0	916	065	01/01/12	
3400936473638	3647363	0	1730	0	916	065	01/03/10	01/12/09
3400936473867	3647386	0	924	0	536	065	01/03/14	21/01/14
3400936473867	3647386	0	1287	0	697	065	01/03/13	20/02/13
3400936473867	3647386	0	1539	0	929	065	01/03/12	21/02/12
3400936473867	3647386	0	1790	0	981	065	01/01/12	
3400936473867	3647386	0	1822	0	981	065	01/03/10	01/12/09
3400936474468	3647446	0	602	0	328	030	01/01/12	
3400936474468	3647446	0	586	0	328	030	02/05/11	06/04/11
3400936475649	3647564	0	735	0	447	065	01/01/12	
3400936475649	3647564	0	750	0	447	065	06/05/08	01/04/08
3400936475700	3647570	0	1142	0	714	065	01/01/12	
3400936475700	3647570	0	1165	0	714	065	06/05/08	01/04/08
3400936475939	3647593	0	212	0	92	065	01/01/12	
3400936475939	3647593	0	191	0	92	065	07/03/08	06/03/08
3400936476189	3647618	0	460	0	263	100	01/02/14	15/01/14
3400936476189	3647618	0	575	0	329	100	01/03/13	20/02/13
3400936476189	3647618	0	687	0	438	100	01/01/12	
3400936476189	3647618	0	700	0	438	100	07/03/08	06/03/08
3400936476240	3647624	0	875	0	545	100	01/02/14	15/01/14
3400936476240	3647624	0	1125	0	681	100	01/03/13	20/02/13
3400936476240	3647624	0	1372	0	908	100	01/01/12	
3400936476240	3647624	0	1402	0	908	100	07/03/08	06/03/08
3400936476301	3647630	0	630	0	395	065	07/03/08	06/03/08
3400936476479	3647647	0	778	0	496	065	07/03/08	06/03/08
3400936476769	3647676	0	277	0	136	065	01/01/12	
3400936476769	3647676	0	260	0	136	065	07/03/08	06/03/08
3400936476998	3647699	0	277	0	136	065	01/01/12	
3400936476998	3647699	0	260	0	136	065	07/03/08	06/03/08
3400936477131	3647713	0	745	0	461	065	01/01/15	18/02/14
3400936477131	3647713	0	842	0	461	065	01/02/14	10/01/14
3400936477131	3647713	0	1038	0	576	065	01/03/13	14/02/13
3400936477131	3647713	0	1247	0	768	065	01/01/12	
3400936477131	3647713	0	1273	0	768	065	06/05/08	01/04/08
3400936477360	3647736	0	562	0	371	065	01/01/12	
3400936477360	3647736	0	569	0	371	065	07/03/08	06/03/08
3400936477650	3647765	0	404	0	240	015	01/01/12	
3400936477650	3647765	0	398	0	240	015	17/04/10	16/04/10
3400936477889	3647788	0	1578	0	1093	015	01/01/12	
3400936477889	3647788	0	1615	0	1093	015	17/04/10	16/04/10
3400936477940	3647794	0	562	0	371	065	01/01/12	
3400936477940	3647794	0	569	0	371	065	07/03/08	06/03/08
3400936478541	3647854	0	636	0	386	065	01/02/14	27/12/13
3400936478541	3647854	0	936	0	515	065	01/03/13	12/02/13
3400936478541	3647854	0	1112	0	677	065	01/03/12	21/02/12
3400936478541	3647854	0	1213	0	770	065	01/01/12	
3400936478541	3647854	0	1239	0	770	065	06/05/08	22/04/08
3400936478602	3647860	0	675	0	413	065	01/02/14	27/12/13
3400936478602	3647860	0	998	0	551	065	01/03/13	12/02/13
3400936478602	3647860	0	1187	0	725	065	01/03/12	21/02/12
3400936478602	3647860	0	1297	0	826	065	01/01/12	
3400936478602	3647860	0	1325	0	826	065	06/05/08	22/04/08
3400936478770	3647877	0	936	0	515	065	01/03/13	12/02/13
3400936478770	3647877	0	1112	0	677	065	01/03/12	21/02/12
3400936478770	3647877	0	1213	0	770	065	01/01/12	
3400936478770	3647877	0	1239	0	770	065	06/05/08	22/04/08
3400936478831	3647883	0	998	0	551	065	01/03/13	12/02/13
3400936478831	3647883	0	1187	0	725	065	01/03/12	21/02/12
3400936478831	3647883	0	1297	0	826	065	01/01/12	
3400936478831	3647883	0	1325	0	826	065	06/05/08	22/04/08
3400936479722	3647972	0	865	0	500	065	01/03/14	21/01/14
3400936479722	3647972	0	1081	0	581	065	01/03/13	20/02/13
3400936479722	3647972	0	1292	0	774	065	01/03/12	21/02/12
3400936479722	3647972	0	1339	0	818	065	01/01/12	
3400936479722	3647972	0	1367	0	818	065	22/07/08	22/07/08
3400936480490	3648049	0	305	0	142	065	01/03/13	26/02/13
3400936480490	3648049	0	412	0	216	065	01/03/12	16/02/12
3400936480490	3648049	0	490	0	216	065	01/01/12	
3400936480490	3648049	0	482	0	216	065	14/01/11	13/01/11
3400936480551	3648055	0	526	0	284	065	01/03/13	26/02/13
3400936480551	3648055	0	737	0	431	065	01/03/12	16/02/12
3400936480551	3648055	0	895	0	431	065	01/01/12	
3400936480551	3648055	0	908	0	431	065	14/01/11	13/01/11
3400936480612	3648061	0	974	0	567	065	01/03/13	26/02/13
3400936480612	3648061	0	1419	0	862	065	01/03/12	16/02/12
3400936480612	3648061	0	1653	0	862	065	01/01/12	
3400936480612	3648061	0	1682	0	862	065	14/01/11	13/01/11
3400936481732	3648173	0	265	0	129	065	01/01/12	
3400936481732	3648173	0	248	0	129	065	07/03/08	06/03/08
3400936482852	3648285	0	305	0	142	065	01/03/13	26/02/13
3400936482852	3648285	0	412	0	216	065	01/03/12	16/02/12
3400936482852	3648285	0	490	0	216	065	01/01/12	
3400936482852	3648285	0	482	0	216	065	01/03/10	01/12/09
3400936482913	3648291	0	526	0	284	065	01/03/13	26/02/13
3400936482913	3648291	0	737	0	431	065	01/03/12	16/02/12
3400936482913	3648291	0	895	0	431	065	01/01/12	
3400936482913	3648291	0	908	0	431	065	01/03/10	01/12/09
3400936483163	3648316	0	974	0	567	065	01/03/13	26/02/13
3400936483163	3648316	0	1419	0	862	065	01/03/12	16/02/12
3400936483163	3648316	0	1653	0	862	065	01/01/12	
3400936483163	3648316	0	1682	0	862	065	01/03/10	01/12/09
3400936483514	3648351	0	305	0	142	065	01/03/13	26/02/13
3400936483514	3648351	0	412	0	216	065	01/03/12	16/02/12
3400936483514	3648351	0	490	0	216	065	01/01/12	
3400936483514	3648351	0	482	0	216	065	01/03/10	12/01/10
3400936483682	3648368	0	526	0	284	065	01/03/13	26/02/13
3400936483682	3648368	0	737	0	431	065	01/03/12	16/02/12
3400936483682	3648368	0	895	0	431	065	01/01/12	
3400936483682	3648368	0	908	0	431	065	01/03/10	12/01/10
3400936483743	3648374	0	974	0	567	065	01/03/13	26/02/13
3400936483743	3648374	0	1419	0	862	065	01/03/12	16/02/12
3400936483743	3648374	0	1653	0	862	065	01/01/12	
3400936483743	3648374	0	1682	0	862	065	01/03/10	12/01/10
3400936484115	3648411	0	305	0	142	065	01/03/13	26/02/13
3400936484115	3648411	0	412	0	216	065	01/03/12	16/02/12
3400936484115	3648411	0	490	0	216	065	01/01/12	
3400936484115	3648411	0	482	0	216	065	01/03/10	04/12/09
3400936484283	3648428	0	526	0	284	065	01/03/13	26/02/13
